"tipoEventoTextual","tipoEventoTextualCorto","situacion","esGol","parteCuerpo","localizacion","formaAsistencia","lugarDisparo","finalizacionDisparo","idDetallesEvento"
"Intento","I","Juego abierto","Gol","Pie izquierdo","Larga distancia","Sin asistencia","Esquina derecha abajo","A portería",1371
"Intento con pase clave","IPC","Juego abierto","Gol","Pie izquierdo","Larga distancia","Pase","Esquina derecha abajo","A portería",1372
"Intento","I","Juego abierto","Gol","Pie derecho","Más de 30 metros","Sin asistencia","Esquina derecha abajo","A portería",1373
"Intento con pase clave","IPC","Juego abierto","Gol","Pie derecho","Más de 30 metros","Pase","Esquina derecha abajo","A portería",1374
"Intento","I","Juego abierto","Gol","Pie izquierdo","Más de 30 metros","Sin asistencia","Esquina derecha abajo","A portería",1375
"Intento con pase clave","IPC","Juego abierto","Gol","Pie derecho","Más de 35 metros","Pase","Esquina derecha abajo","A portería",1376
"Intento con pase clave","IPC","Juego abierto","Gol","Pie derecho","Más de 35 metros","Pase de cabeza","Esquina derecha abajo","A portería",1377
"Intento","I","Libre directo","Gol","Pie derecho","Sin Información","Sin asistencia","Esquina derecha abajo","A portería",1378
"Intento","I","Libre directo","Gol","Pie izquierdo","Sin Información","Sin asistencia","Esquina derecha abajo","A portería",1379
"Intento","I","Juego abierto","No gol","Pie derecho","Centro del área grande","Sin asistencia","Centro de la portería","A portería",1380
"Intento con pase clave","IPC","Juego abierto","No gol","Pie derecho","Centro del área grande","Pase","Centro de la portería","A portería",1381
"Intento con pase clave","IPC","Juego abierto","No gol","Pie derecho","Centro del área grande","Centro","Centro de la portería","A portería",1382
"Intento con pase clave","IPC","Juego abierto","No gol","Pie derecho","Centro del área grande","Pase de cabeza","Centro de la portería","A portería",1383
"Intento con pase clave","IPC","Juego abierto","No gol","Pie derecho","Centro del área grande","Pase en profundidad","Centro de la portería","A portería",1384
"Intento","I","Juego abierto","No gol","Pie izquierdo","Centro del área grande","Sin asistencia","Centro de la portería","A portería",1385
"Intento con pase clave","IPC","Juego abierto","No gol","Pie izquierdo","Centro del área grande","Pase","Centro de la portería","A portería",1386
"Intento con pase clave","IPC","Juego abierto","No gol","Pie izquierdo","Centro del área grande","Centro","Centro de la portería","A portería",1387
"Intento con pase clave","IPC","Juego abierto","No gol","Pie izquierdo","Centro del área grande","Pase de cabeza","Centro de la portería","A portería",1388
"Intento con pase clave","IPC","Juego abierto","No gol","Pie izquierdo","Centro del área grande","Pase en profundidad","Centro de la portería","A portería",1389
"Intento","I","Juego abierto","No gol","Cabeza","Centro del área grande","Sin asistencia","Centro de la portería","A portería",1390
"Intento con pase clave","IPC","Juego abierto","No gol","Cabeza","Centro del área grande","Pase","Centro de la portería","A portería",1391
"Intento con pase clave","IPC","Juego abierto","No gol","Cabeza","Centro del área grande","Centro","Centro de la portería","A portería",1392
"Intento con pase clave","IPC","Juego abierto","No gol","Cabeza","Centro del área grande","Pase de cabeza","Centro de la portería","A portería",1393
"Intento con pase clave","IPC","Juego abierto","No gol","Cabeza","Centro del área grande","Pase en profundidad","Centro de la portería","A portería",1394
"Intento","I","Juego abierto","No gol","Pie derecho","Ángulo difícil y a larga distancia","Sin asistencia","Centro de la portería","A portería",1395
"Intento con pase clave","IPC","Juego abierto","No gol","Pie derecho","Ángulo difícil y a larga distancia","Pase","Centro de la portería","A portería",1396
"Intento con pase clave","IPC","Juego abierto","No gol","Pie derecho","Ángulo difícil y a larga distancia","Centro","Centro de la portería","A portería",1397
"Intento con pase clave","IPC","Juego abierto","No gol","Pie derecho","Ángulo difícil y a larga distancia","Pase de cabeza","Centro de la portería","A portería",1398
"Intento","I","Juego abierto","No gol","Pie izquierdo","Ángulo difícil y a larga distancia","Sin asistencia","Centro de la portería","A portería",1399
"Intento con pase clave","IPC","Juego abierto","No gol","Pie izquierdo","Ángulo difícil y a larga distancia","Pase","Centro de la portería","A portería",1400
"Intento con pase clave","IPC","Juego abierto","No gol","Pie izquierdo","Ángulo difícil y a larga distancia","Pase de cabeza","Centro de la portería","A portería",1401
"Intento con pase clave","IPC","Juego abierto","No gol","Pie izquierdo","Ángulo difícil y a larga distancia","Pase en profundidad","Centro de la portería","A portería",1402
"Intento con pase clave","IPC","Juego abierto","No gol","Cabeza","Ángulo difícil y a larga distancia","Centro","Centro de la portería","A portería",1403
"Intento","I","Juego abierto","No gol","Pie derecho","Ángulo difícil a la izquierda","Sin asistencia","Centro de la portería","A portería",1404
"Intento con pase clave","IPC","Juego abierto","No gol","Pie derecho","Ángulo difícil a la izquierda","Pase","Centro de la portería","A portería",1405
"Intento con pase clave","IPC","Juego abierto","No gol","Pie derecho","Ángulo difícil a la izquierda","Centro","Centro de la portería","A portería",1406
"Intento con pase clave","IPC","Juego abierto","No gol","Pie derecho","Ángulo difícil a la izquierda","Pase de cabeza","Centro de la portería","A portería",1407
"Intento con pase clave","IPC","Juego abierto","No gol","Pie derecho","Ángulo difícil a la izquierda","Pase en profundidad","Centro de la portería","A portería",1408
"Intento","I","Juego abierto","No gol","Pie izquierdo","Ángulo difícil a la izquierda","Sin asistencia","Centro de la portería","A portería",1409
"Intento con pase clave","IPC","Juego abierto","No gol","Pie izquierdo","Ángulo difícil a la izquierda","Pase","Centro de la portería","A portería",1410
"Intento con pase clave","IPC","Juego abierto","No gol","Pie izquierdo","Ángulo difícil a la izquierda","Centro","Centro de la portería","A portería",1411
"Intento con pase clave","IPC","Juego abierto","No gol","Pie izquierdo","Ángulo difícil a la izquierda","Pase de cabeza","Centro de la portería","A portería",1412
"Intento con pase clave","IPC","Juego abierto","No gol","Pie izquierdo","Ángulo difícil a la izquierda","Pase en profundidad","Centro de la portería","A portería",1413
"Intento","I","Juego abierto","No gol","Cabeza","Ángulo difícil a la izquierda","Sin asistencia","Centro de la portería","A portería",1414
"Intento con pase clave","IPC","Juego abierto","No gol","Cabeza","Ángulo difícil a la izquierda","Pase","Centro de la portería","A portería",1415
"Intento con pase clave","IPC","Juego abierto","No gol","Cabeza","Ángulo difícil a la izquierda","Centro","Centro de la portería","A portería",1416
"Intento","I","Juego abierto","No gol","Pie derecho","Ángulo difícil a la derecha","Sin asistencia","Centro de la portería","A portería",1417
"Intento con pase clave","IPC","Juego abierto","No gol","Pie derecho","Ángulo difícil a la derecha","Pase","Centro de la portería","A portería",1418
"Intento con pase clave","IPC","Juego abierto","No gol","Pie derecho","Ángulo difícil a la derecha","Centro","Centro de la portería","A portería",1419
"Intento con pase clave","IPC","Juego abierto","No gol","Pie derecho","Ángulo difícil a la derecha","Pase de cabeza","Centro de la portería","A portería",1420
"Intento con pase clave","IPC","Juego abierto","No gol","Pie derecho","Ángulo difícil a la derecha","Pase en profundidad","Centro de la portería","A portería",1421
"Intento","I","Juego abierto","No gol","Pie izquierdo","Ángulo difícil a la derecha","Sin asistencia","Centro de la portería","A portería",1422
"Intento con pase clave","IPC","Juego abierto","No gol","Pie izquierdo","Ángulo difícil a la derecha","Pase","Centro de la portería","A portería",1423
"Intento con pase clave","IPC","Juego abierto","No gol","Pie izquierdo","Ángulo difícil a la derecha","Centro","Centro de la portería","A portería",1424
"Intento con pase clave","IPC","Juego abierto","No gol","Pie izquierdo","Ángulo difícil a la derecha","Pase de cabeza","Centro de la portería","A portería",1425
"Intento con pase clave","IPC","Juego abierto","No gol","Pie izquierdo","Ángulo difícil a la derecha","Pase en profundidad","Centro de la portería","A portería",1426
"Intento con pase clave","IPC","Juego abierto","No gol","Cabeza","Ángulo difícil a la derecha","Centro","Centro de la portería","A portería",1427
"Intento","I","Juego abierto","No gol","Pie derecho","Parte izquierda del área grande","Sin asistencia","Centro de la portería","A portería",1428
"Intento con pase clave","IPC","Juego abierto","No gol","Pie derecho","Parte izquierda del área grande","Pase","Centro de la portería","A portería",1429
"Intento con pase clave","IPC","Juego abierto","No gol","Pie derecho","Parte izquierda del área grande","Centro","Centro de la portería","A portería",1430
"Intento con pase clave","IPC","Juego abierto","No gol","Pie derecho","Parte izquierda del área grande","Pase de cabeza","Centro de la portería","A portería",1431
"Intento con pase clave","IPC","Juego abierto","No gol","Pie derecho","Parte izquierda del área grande","Pase en profundidad","Centro de la portería","A portería",1432
"Intento","I","Juego abierto","No gol","Pie izquierdo","Parte izquierda del área grande","Sin asistencia","Centro de la portería","A portería",1433
"Intento con pase clave","IPC","Juego abierto","No gol","Pie izquierdo","Parte izquierda del área grande","Pase","Centro de la portería","A portería",1434
"Intento con pase clave","IPC","Juego abierto","No gol","Pie izquierdo","Parte izquierda del área grande","Centro","Centro de la portería","A portería",1435
"Intento con pase clave","IPC","Juego abierto","No gol","Pie izquierdo","Parte izquierda del área grande","Pase de cabeza","Centro de la portería","A portería",1436
"Intento con pase clave","IPC","Juego abierto","No gol","Pie izquierdo","Parte izquierda del área grande","Pase en profundidad","Centro de la portería","A portería",1437
"Intento","I","Juego abierto","No gol","Cabeza","Parte izquierda del área grande","Sin asistencia","Centro de la portería","A portería",1438
"Intento con pase clave","IPC","Juego abierto","No gol","Cabeza","Parte izquierda del área grande","Pase","Centro de la portería","A portería",1439
"Intento con pase clave","IPC","Juego abierto","No gol","Cabeza","Parte izquierda del área grande","Centro","Centro de la portería","A portería",1440
"Intento con pase clave","IPC","Juego abierto","No gol","Cabeza","Parte izquierda del área grande","Pase en profundidad","Centro de la portería","A portería",1441
"Intento","I","Juego abierto","No gol","Pie derecho","Parte izquierda del área pequeña","Sin asistencia","Centro de la portería","A portería",1442
"Intento con pase clave","IPC","Juego abierto","No gol","Pie derecho","Parte izquierda del área pequeña","Pase","Centro de la portería","A portería",1443
"Intento con pase clave","IPC","Juego abierto","No gol","Pie derecho","Parte izquierda del área pequeña","Centro","Centro de la portería","A portería",1444
"Intento con pase clave","IPC","Juego abierto","No gol","Pie derecho","Parte izquierda del área pequeña","Pase de cabeza","Centro de la portería","A portería",1445
"Intento con pase clave","IPC","Juego abierto","No gol","Pie derecho","Parte izquierda del área pequeña","Pase en profundidad","Centro de la portería","A portería",1446
"Intento","I","Juego abierto","No gol","Pie izquierdo","Parte izquierda del área pequeña","Sin asistencia","Centro de la portería","A portería",1447
"Intento con pase clave","IPC","Juego abierto","No gol","Pie izquierdo","Parte izquierda del área pequeña","Pase","Centro de la portería","A portería",1448
"Intento con pase clave","IPC","Juego abierto","No gol","Pie izquierdo","Parte izquierda del área pequeña","Centro","Centro de la portería","A portería",1449
"Intento con pase clave","IPC","Juego abierto","No gol","Pie izquierdo","Parte izquierda del área pequeña","Pase de cabeza","Centro de la portería","A portería",1450
"Intento con pase clave","IPC","Juego abierto","No gol","Pie izquierdo","Parte izquierda del área pequeña","Pase en profundidad","Centro de la portería","A portería",1451
"Intento","I","Juego abierto","No gol","Cabeza","Parte izquierda del área pequeña","Sin asistencia","Centro de la portería","A portería",1452
"Intento con pase clave","IPC","Juego abierto","No gol","Cabeza","Parte izquierda del área pequeña","Pase","Centro de la portería","A portería",1453
"Intento con pase clave","IPC","Juego abierto","No gol","Cabeza","Parte izquierda del área pequeña","Centro","Centro de la portería","A portería",1454
"Intento con pase clave","IPC","Juego abierto","No gol","Cabeza","Parte izquierda del área pequeña","Pase de cabeza","Centro de la portería","A portería",1455
"Intento con pase clave","IPC","Juego abierto","No gol","Cabeza","Parte izquierda del área pequeña","Pase en profundidad","Centro de la portería","A portería",1456
"Intento","I","Juego abierto","No gol","Pie derecho","Parte derecha del área grande","Sin asistencia","Centro de la portería","A portería",1457
"Intento con pase clave","IPC","Juego abierto","No gol","Pie derecho","Parte derecha del área grande","Pase","Centro de la portería","A portería",1458
"Intento con pase clave","IPC","Juego abierto","No gol","Pie derecho","Parte derecha del área grande","Centro","Centro de la portería","A portería",1459
"Intento con pase clave","IPC","Juego abierto","No gol","Pie derecho","Parte derecha del área grande","Pase de cabeza","Centro de la portería","A portería",1460
"Intento con pase clave","IPC","Juego abierto","No gol","Pie derecho","Parte derecha del área grande","Pase en profundidad","Centro de la portería","A portería",1461
"Intento","I","Juego abierto","No gol","Pie izquierdo","Parte derecha del área grande","Sin asistencia","Centro de la portería","A portería",1462
"Intento con pase clave","IPC","Juego abierto","No gol","Pie izquierdo","Parte derecha del área grande","Pase","Centro de la portería","A portería",1463
"Intento con pase clave","IPC","Juego abierto","No gol","Pie izquierdo","Parte derecha del área grande","Centro","Centro de la portería","A portería",1464
"Intento con pase clave","IPC","Juego abierto","No gol","Pie izquierdo","Parte derecha del área grande","Pase de cabeza","Centro de la portería","A portería",1465
"Intento con pase clave","IPC","Juego abierto","No gol","Pie izquierdo","Parte derecha del área grande","Pase en profundidad","Centro de la portería","A portería",1466
"Intento","I","Juego abierto","No gol","Cabeza","Parte derecha del área grande","Sin asistencia","Centro de la portería","A portería",1467
"Intento con pase clave","IPC","Juego abierto","No gol","Cabeza","Parte derecha del área grande","Pase","Centro de la portería","A portería",1468
"Intento con pase clave","IPC","Juego abierto","No gol","Cabeza","Parte derecha del área grande","Centro","Centro de la portería","A portería",1469
"Intento","I","Juego abierto","No gol","Pie derecho","Parte derecha del área pequeña","Sin asistencia","Centro de la portería","A portería",1470
"Intento con pase clave","IPC","Juego abierto","No gol","Pie derecho","Parte derecha del área pequeña","Pase","Centro de la portería","A portería",1471
"Intento con pase clave","IPC","Juego abierto","No gol","Pie derecho","Parte derecha del área pequeña","Centro","Centro de la portería","A portería",1472
"Intento con pase clave","IPC","Juego abierto","No gol","Pie derecho","Parte derecha del área pequeña","Pase de cabeza","Centro de la portería","A portería",1473
"Intento con pase clave","IPC","Juego abierto","No gol","Pie derecho","Parte derecha del área pequeña","Pase en profundidad","Centro de la portería","A portería",1474
"Intento","I","Juego abierto","No gol","Pie izquierdo","Parte derecha del área pequeña","Sin asistencia","Centro de la portería","A portería",1475
"Intento con pase clave","IPC","Juego abierto","No gol","Pie izquierdo","Parte derecha del área pequeña","Pase","Centro de la portería","A portería",1476
"Intento con pase clave","IPC","Juego abierto","No gol","Pie izquierdo","Parte derecha del área pequeña","Centro","Centro de la portería","A portería",1477
"Intento con pase clave","IPC","Juego abierto","No gol","Pie izquierdo","Parte derecha del área pequeña","Pase de cabeza","Centro de la portería","A portería",1478
"Intento con pase clave","IPC","Juego abierto","No gol","Pie izquierdo","Parte derecha del área pequeña","Pase en profundidad","Centro de la portería","A portería",1479
"Intento","I","Juego abierto","No gol","Cabeza","Parte derecha del área pequeña","Sin asistencia","Centro de la portería","A portería",1480
"Intento con pase clave","IPC","Juego abierto","No gol","Cabeza","Parte derecha del área pequeña","Pase","Centro de la portería","A portería",1481
"Intento con pase clave","IPC","Juego abierto","No gol","Cabeza","Parte derecha del área pequeña","Centro","Centro de la portería","A portería",1482
"Intento con pase clave","IPC","Juego abierto","No gol","Cabeza","Parte derecha del área pequeña","Pase de cabeza","Centro de la portería","A portería",1483
"Intento","I","Juego abierto","No gol","Pie derecho","Muy cerca","Sin asistencia","Centro de la portería","A portería",1484
"Intento con pase clave","IPC","Juego abierto","No gol","Pie derecho","Muy cerca","Pase","Centro de la portería","A portería",1485
"Intento con pase clave","IPC","Juego abierto","No gol","Pie derecho","Muy cerca","Centro","Centro de la portería","A portería",1486
"Intento con pase clave","IPC","Juego abierto","No gol","Pie derecho","Muy cerca","Pase de cabeza","Centro de la portería","A portería",1487
"Intento con pase clave","IPC","Juego abierto","No gol","Pie derecho","Muy cerca","Pase en profundidad","Centro de la portería","A portería",1488
"Intento","I","Juego abierto","No gol","Pie izquierdo","Muy cerca","Sin asistencia","Centro de la portería","A portería",1489
"Intento con pase clave","IPC","Juego abierto","No gol","Pie izquierdo","Muy cerca","Pase","Centro de la portería","A portería",1490
"Intento con pase clave","IPC","Juego abierto","No gol","Pie izquierdo","Muy cerca","Centro","Centro de la portería","A portería",1491
"Intento con pase clave","IPC","Juego abierto","No gol","Pie izquierdo","Muy cerca","Pase de cabeza","Centro de la portería","A portería",1492
"Intento con pase clave","IPC","Juego abierto","No gol","Pie izquierdo","Muy cerca","Pase en profundidad","Centro de la portería","A portería",1493
"Intento","I","Juego abierto","No gol","Cabeza","Muy cerca","Sin asistencia","Centro de la portería","A portería",1494
"Intento con pase clave","IPC","Juego abierto","No gol","Cabeza","Muy cerca","Pase","Centro de la portería","A portería",1495
"Intento con pase clave","IPC","Juego abierto","No gol","Cabeza","Muy cerca","Centro","Centro de la portería","A portería",1496
"Intento con pase clave","IPC","Juego abierto","No gol","Cabeza","Muy cerca","Pase de cabeza","Centro de la portería","A portería",1497
"Intento","I","Juego parado","No gol","Pie derecho","Punto de penalty","Sin asistencia","Centro de la portería","A portería",1498
"Intento","I","Juego parado","No gol","Pie izquierdo","Punto de penalty","Sin asistencia","Centro de la portería","A portería",1499
"Intento","I","Juego abierto","No gol","Pie derecho","Fuera del área","Sin asistencia","Centro de la portería","A portería",1500
"Intento con pase clave","IPC","Juego abierto","No gol","Pie derecho","Fuera del área","Pase","Centro de la portería","A portería",1501
"Intento con pase clave","IPC","Juego abierto","No gol","Pie derecho","Fuera del área","Centro","Centro de la portería","A portería",1502
"Intento con pase clave","IPC","Juego abierto","No gol","Pie derecho","Fuera del área","Pase de cabeza","Centro de la portería","A portería",1503
"Intento con pase clave","IPC","Juego abierto","No gol","Pie derecho","Fuera del área","Pase en profundidad","Centro de la portería","A portería",1504
"Intento","I","Juego abierto","No gol","Pie izquierdo","Fuera del área","Sin asistencia","Centro de la portería","A portería",1505
"Intento con pase clave","IPC","Juego abierto","No gol","Pie izquierdo","Fuera del área","Pase","Centro de la portería","A portería",1506
"Intento con pase clave","IPC","Juego abierto","No gol","Pie izquierdo","Fuera del área","Centro","Centro de la portería","A portería",1507
"Intento con pase clave","IPC","Juego abierto","No gol","Pie izquierdo","Fuera del área","Pase de cabeza","Centro de la portería","A portería",1508
"Intento con pase clave","IPC","Juego abierto","No gol","Pie izquierdo","Fuera del área","Pase en profundidad","Centro de la portería","A portería",1509
"Intento","I","Juego abierto","No gol","Cabeza","Fuera del área","Sin asistencia","Centro de la portería","A portería",1510
"Intento con pase clave","IPC","Juego abierto","No gol","Cabeza","Fuera del área","Pase","Centro de la portería","A portería",1511
"Intento con pase clave","IPC","Juego abierto","No gol","Cabeza","Fuera del área","Centro","Centro de la portería","A portería",1512
"Intento con pase clave","IPC","Juego abierto","No gol","Cabeza","Fuera del área","Pase en profundidad","Centro de la portería","A portería",1513
"Intento","I","Juego abierto","No gol","Pie derecho","Larga distancia","Sin asistencia","Centro de la portería","A portería",1514
"Intento con pase clave","IPC","Juego abierto","No gol","Pie derecho","Larga distancia","Pase","Centro de la portería","A portería",1515
"Intento con pase clave","IPC","Juego abierto","No gol","Pie derecho","Larga distancia","Pase en profundidad","Centro de la portería","A portería",1516
"Intento","I","Juego abierto","No gol","Pie izquierdo","Larga distancia","Sin asistencia","Centro de la portería","A portería",1517
"Intento con pase clave","IPC","Juego abierto","No gol","Pie izquierdo","Larga distancia","Pase","Centro de la portería","A portería",1518
"Intento","I","Juego abierto","No gol","Pie derecho","Más de 30 metros","Sin asistencia","Centro de la portería","A portería",1519
"Intento con pase clave","IPC","Juego abierto","No gol","Pie derecho","Más de 30 metros","Pase","Centro de la portería","A portería",1520
"Intento con pase clave","IPC","Juego abierto","No gol","Pie derecho","Más de 30 metros","Pase de cabeza","Centro de la portería","A portería",1521
"Intento","I","Juego abierto","No gol","Pie izquierdo","Más de 30 metros","Sin asistencia","Centro de la portería","A portería",1522
"Intento con pase clave","IPC","Juego abierto","No gol","Pie izquierdo","Más de 30 metros","Pase","Centro de la portería","A portería",1523
"Intento con pase clave","IPC","Juego abierto","No gol","Pie izquierdo","Más de 30 metros","Pase de cabeza","Centro de la portería","A portería",1524
"Intento","I","Juego abierto","No gol","Pie derecho","Más de 35 metros","Sin asistencia","Centro de la portería","A portería",1525
"Intento con pase clave","IPC","Juego abierto","No gol","Pie derecho","Más de 35 metros","Pase","Centro de la portería","A portería",1526
"Intento con pase clave","IPC","Juego abierto","No gol","Pie derecho","Más de 35 metros","Pase de cabeza","Centro de la portería","A portería",1527
"Intento","I","Juego abierto","No gol","Pie izquierdo","Más de 35 metros","Sin asistencia","Centro de la portería","A portería",1528
"Intento con pase clave","IPC","Juego abierto","No gol","Pie izquierdo","Más de 35 metros","Pase","Centro de la portería","A portería",1529
"Intento con pase clave","IPC","Juego abierto","No gol","Pie izquierdo","Más de 35 metros","Pase de cabeza","Centro de la portería","A portería",1530
"Intento","I","Juego abierto","Gol","Pie derecho","Centro del área grande","Sin asistencia","Centro de la portería","A portería",1531
"Intento","I","Juego parado","Gol","Pie derecho","Centro del área grande","Sin asistencia","Centro de la portería","A portería",1532
"Intento","I","Corner","Gol","Pie derecho","Centro del área grande","Sin asistencia","Centro de la portería","A portería",1533
"Intento con pase clave","IPC","Juego abierto","Gol","Pie derecho","Centro del área grande","Pase","Centro de la portería","A portería",1534
"Intento con pase clave","IPC","Juego parado","Gol","Pie derecho","Centro del área grande","Pase","Centro de la portería","A portería",1535
"Intento con pase clave","IPC","Corner","Gol","Pie derecho","Centro del área grande","Pase","Centro de la portería","A portería",1536
"Intento con pase clave","IPC","Juego abierto","Gol","Pie derecho","Centro del área grande","Centro","Centro de la portería","A portería",1537
"Intento con pase clave","IPC","Juego parado","Gol","Pie derecho","Centro del área grande","Centro","Centro de la portería","A portería",1538
"Intento con pase clave","IPC","Corner","Gol","Pie derecho","Centro del área grande","Centro","Centro de la portería","A portería",1539
"Intento con pase clave","IPC","Juego abierto","Gol","Pie derecho","Centro del área grande","Pase de cabeza","Centro de la portería","A portería",1540
"Intento con pase clave","IPC","Juego parado","Gol","Pie derecho","Centro del área grande","Pase de cabeza","Centro de la portería","A portería",1541
"Intento con pase clave","IPC","Corner","Gol","Pie derecho","Centro del área grande","Pase de cabeza","Centro de la portería","A portería",1542
"Intento con pase clave","IPC","Juego abierto","Gol","Pie derecho","Centro del área grande","Pase en profundidad","Centro de la portería","A portería",1543
"Intento","I","Juego abierto","Gol","Pie izquierdo","Centro del área grande","Sin asistencia","Centro de la portería","A portería",1544
"Intento","I","Juego parado","Gol","Pie izquierdo","Centro del área grande","Sin asistencia","Centro de la portería","A portería",1545
"Intento","I","Corner","Gol","Pie izquierdo","Centro del área grande","Sin asistencia","Centro de la portería","A portería",1546
"Intento con pase clave","IPC","Juego abierto","Gol","Pie izquierdo","Centro del área grande","Pase","Centro de la portería","A portería",1547
"Intento con pase clave","IPC","Juego parado","Gol","Pie izquierdo","Centro del área grande","Pase","Centro de la portería","A portería",1548
"Intento con pase clave","IPC","Corner","Gol","Pie izquierdo","Centro del área grande","Pase","Centro de la portería","A portería",1549
"Intento con pase clave","IPC","Juego abierto","Gol","Pie izquierdo","Centro del área grande","Centro","Centro de la portería","A portería",1550
"Intento con pase clave","IPC","Juego parado","Gol","Pie izquierdo","Centro del área grande","Centro","Centro de la portería","A portería",1551
"Intento con pase clave","IPC","Corner","Gol","Pie izquierdo","Centro del área grande","Centro","Centro de la portería","A portería",1552
"Intento con pase clave","IPC","Juego abierto","Gol","Pie izquierdo","Centro del área grande","Pase de cabeza","Centro de la portería","A portería",1553
"Intento con pase clave","IPC","Juego parado","Gol","Pie izquierdo","Centro del área grande","Pase de cabeza","Centro de la portería","A portería",1554
"Intento con pase clave","IPC","Corner","Gol","Pie izquierdo","Centro del área grande","Pase de cabeza","Centro de la portería","A portería",1555
"Intento con pase clave","IPC","Juego abierto","Gol","Pie izquierdo","Centro del área grande","Pase en profundidad","Centro de la portería","A portería",1556
"Intento","I","Juego abierto","Gol","Cabeza","Centro del área grande","Sin asistencia","Centro de la portería","A portería",1557
"Intento","I","Juego parado","Gol","Cabeza","Centro del área grande","Sin asistencia","Centro de la portería","A portería",1558
"Intento","I","Corner","Gol","Cabeza","Centro del área grande","Sin asistencia","Centro de la portería","A portería",1559
"Intento con pase clave","IPC","Juego abierto","Gol","Cabeza","Centro del área grande","Pase","Centro de la portería","A portería",1560
"Intento con pase clave","IPC","Juego parado","Gol","Cabeza","Centro del área grande","Pase","Centro de la portería","A portería",1561
"Intento con pase clave","IPC","Corner","Gol","Cabeza","Centro del área grande","Pase","Centro de la portería","A portería",1562
"Intento con pase clave","IPC","Juego abierto","Gol","Cabeza","Centro del área grande","Centro","Centro de la portería","A portería",1563
"Intento con pase clave","IPC","Juego parado","Gol","Cabeza","Centro del área grande","Centro","Centro de la portería","A portería",1564
"Intento con pase clave","IPC","Corner","Gol","Cabeza","Centro del área grande","Centro","Centro de la portería","A portería",1565
"Intento con pase clave","IPC","Juego abierto","Gol","Cabeza","Centro del área grande","Pase de cabeza","Centro de la portería","A portería",1566
"Intento con pase clave","IPC","Juego parado","Gol","Cabeza","Centro del área grande","Pase de cabeza","Centro de la portería","A portería",1567
"Intento con pase clave","IPC","Juego abierto","Gol","Cabeza","Centro del área grande","Pase en profundidad","Centro de la portería","A portería",1568
"Intento","I","Juego abierto","Gol","Pie derecho","Ángulo difícil y a larga distancia","Sin asistencia","Centro de la portería","A portería",1569
"Intento con pase clave","IPC","Corner","Gol","Pie derecho","Ángulo difícil y a larga distancia","Pase","Centro de la portería","A portería",1570
"Intento con pase clave","IPC","Juego abierto","Gol","Pie izquierdo","Ángulo difícil y a larga distancia","Pase","Centro de la portería","A portería",1571
"Intento con pase clave","IPC","Corner","Gol","Pie izquierdo","Ángulo difícil y a larga distancia","Pase","Centro de la portería","A portería",1572
"Intento","I","Juego abierto","Gol","Pie derecho","Ángulo difícil a la izquierda","Sin asistencia","Centro de la portería","A portería",1573
"Intento con pase clave","IPC","Juego abierto","Gol","Pie derecho","Ángulo difícil a la izquierda","Pase","Centro de la portería","A portería",1574
"Intento con pase clave","IPC","Juego abierto","Gol","Pie derecho","Ángulo difícil a la izquierda","Centro","Centro de la portería","A portería",1575
"Intento con pase clave","IPC","Juego abierto","Gol","Pie derecho","Ángulo difícil a la izquierda","Pase de cabeza","Centro de la portería","A portería",1576
"Intento con pase clave","IPC","Juego abierto","Gol","Pie derecho","Ángulo difícil a la izquierda","Pase en profundidad","Centro de la portería","A portería",1577
"Intento","I","Juego abierto","Gol","Pie izquierdo","Ángulo difícil a la izquierda","Sin asistencia","Centro de la portería","A portería",1578
"Intento","I","Juego parado","Gol","Pie izquierdo","Ángulo difícil a la izquierda","Sin asistencia","Centro de la portería","A portería",1579
"Intento con pase clave","IPC","Juego abierto","Gol","Pie izquierdo","Ángulo difícil a la izquierda","Pase","Centro de la portería","A portería",1580
"Intento con pase clave","IPC","Juego parado","Gol","Pie izquierdo","Ángulo difícil a la izquierda","Pase","Centro de la portería","A portería",1581
"Intento con pase clave","IPC","Juego abierto","Gol","Pie izquierdo","Ángulo difícil a la izquierda","Centro","Centro de la portería","A portería",1582
"Intento con pase clave","IPC","Juego abierto","Gol","Pie izquierdo","Ángulo difícil a la izquierda","Pase de cabeza","Centro de la portería","A portería",1583
"Intento con pase clave","IPC","Juego abierto","Gol","Pie izquierdo","Ángulo difícil a la izquierda","Pase en profundidad","Centro de la portería","A portería",1584
"Intento con pase clave","IPC","Juego abierto","Gol","Cabeza","Ángulo difícil a la izquierda","Pase","Centro de la portería","A portería",1585
"Intento","I","Juego abierto","Gol","Pie derecho","Ángulo difícil a la derecha","Sin asistencia","Centro de la portería","A portería",1586
"Intento","I","Corner","Gol","Pie derecho","Ángulo difícil a la derecha","Sin asistencia","Centro de la portería","A portería",1587
"Intento con pase clave","IPC","Juego abierto","Gol","Pie derecho","Ángulo difícil a la derecha","Pase","Centro de la portería","A portería",1588
"Intento con pase clave","IPC","Juego abierto","Gol","Pie derecho","Ángulo difícil a la derecha","Centro","Centro de la portería","A portería",1589
"Intento con pase clave","IPC","Juego abierto","Gol","Pie derecho","Ángulo difícil a la derecha","Pase en profundidad","Centro de la portería","A portería",1590
